dataset,cell_i,cell_j,tissue_i,tissue_j,junction_type,official_group,distance_to_boundary,tension
dataset1,cell_483,cell_518,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,17.231204994582853
dataset1,cell_484,cell_489,Neural Crest,Neural Crest,homotypic,Neural Crest_awayfrom_boundary,1,92.41953024805244
dataset1,cell_484,cell_503,Neural Crest,Neural Crest,homotypic,Neural Crest_awayfrom_boundary,2,680.656915492115
dataset1,cell_484,cell_524,Neural Crest,Neural Crest,homotypic,Neural Crest_awayfrom_boundary,1,419.2610425877104
dataset1,cell_485,cell_500,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,215.72730286607188
dataset1,cell_485,cell_504,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,28.762734847417413
dataset1,cell_485,cell_517,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,219.29513340301136
dataset1,cell_486,cell_488,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,132.97672324666155
dataset1,cell_486,cell_511,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,151.6108506862222
dataset1,cell_487,cell_501,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,2.003646714560475
dataset1,cell_487,cell_510,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,49.981720899637246
dataset1,cell_488,cell_496,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,199.0216164044279
dataset1,cell_488,cell_511,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,209.7386255577917
dataset1,cell_489,cell_524,Neural Crest,Neural Crest,homotypic,Neural Crest_awayfrom_boundary,1,408.0556424888955
dataset1,cell_490,cell_499,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,183.6369955323929
dataset1,cell_490,cell_505,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,180.87410403001783
dataset1,cell_491,cell_496,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,142.3213484449719
dataset1,cell_492,cell_493,Forebrain/Midbrain/Hindbrain,Neural Crest,heterotypic,heterotypic,0,306.6371655967862
dataset1,cell_493,cell_495,Neural Crest,Forebrain/Midbrain/Hindbrain,heterotypic,heterotypic,0,317.8800731180963
dataset1,cell_494,cell_500,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,155.5760027365755
dataset1,cell_494,cell_518,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,46.64631784619037
dataset1,cell_494,cell_522,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,170.27732921357398
dataset1,cell_494,cell_528,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,199.2625403027932
dataset1,cell_496,cell_511,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,231.7943943511425
dataset1,cell_496,cell_523,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,179.53934344511276
dataset1,cell_496,cell_525,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,231.82617673247813
dataset1,cell_497,cell_513,Forebrain/Midbrain/Hindbrain,Neural Crest,heterotypic,heterotypic,0,19.84663048362733
dataset1,cell_497,cell_516,Forebrain/Midbrain/Hindbrain,Neural Crest,heterotypic,heterotypic,0,29.559293157516446
dataset1,cell_498,cell_509,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,142.29914922557893
dataset1,cell_498,cell_519,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,123.05224832292453
dataset1,cell_499,cell_505,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,117.78695125967208
dataset1,cell_500,cell_517,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,7.807522868513199
dataset1,cell_500,cell_522,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,23.37622212963875
dataset1,cell_501,cell_514,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,144.39018537219545
dataset1,cell_502,cell_516,Forebrain/Midbrain/Hindbrain,Neural Crest,heterotypic,heterotypic,0,22.063986840095364
dataset1,cell_503,cell_524,Neural Crest,Neural Crest,homotypic,Neural Crest_awayfrom_boundary,1,1160.6333824993646
dataset1,cell_503,cell_537,Neural Crest,Neural Crest,homotypic,Neural Crest_awayfrom_boundary,1,1192.22060567026
dataset1,cell_504,cell_505,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,224.6502408160601
dataset1,cell_504,cell_517,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,229.2338953658135
dataset1,cell_504,cell_533,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,269.774130808042
dataset1,cell_508,cell_538,Neural Crest,Forebrain/Midbrain/Hindbrain,heterotypic,heterotypic,0,253.85813175241043
dataset1,cell_508,cell_543,Neural Crest,Forebrain/Midbrain/Hindbrain,heterotypic,heterotypic,0,307.3022397049332
dataset1,cell_509,cell_515,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,143.04561733871873
dataset1,cell_509,cell_519,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,86.80026884508388
dataset1,cell_509,cell_532,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,227.76651140757104
dataset1,cell_510,cell_519,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,211.6081671656284
dataset1,cell_510,cell_529,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,268.32796832053776
dataset1,cell_510,cell_535,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,284.9340989232759
dataset1,cell_511,cell_525,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,207.62311577207728
dataset1,cell_511,cell_530,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,172.70552625568442
dataset1,cell_512,cell_526,Neural Crest,Forebrain/Midbrain/Hindbrain,heterotypic,heterotypic,0,349.44775703338223
dataset1,cell_512,cell_531,Neural Crest,Forebrain/Midbrain/Hindbrain,heterotypic,heterotypic,0,347.7621351893753
dataset1,cell_512,cell_538,Neural Crest,Forebrain/Midbrain/Hindbrain,heterotypic,heterotypic,0,317.8248103959275
dataset1,cell_514,cell_527,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,177.89305071974562
dataset1,cell_514,cell_530,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,277.3587654071199
dataset1,cell_514,cell_534,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,166.70377671432243
dataset1,cell_515,cell_521,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,136.96103895805686
dataset1,cell_515,cell_532,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,172.06895908518544
dataset1,cell_516,cell_542,Neural Crest,Forebrain/Midbrain/Hindbrain,heterotypic,heterotypic,0,20.003457250854243
dataset1,cell_517,cell_522,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,20.50870828776112
dataset1,cell_517,cell_533,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,37.651236049638285
dataset1,cell_517,cell_536,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,34.54901185357422
dataset1,cell_518,cell_520,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,37.00260302718255
dataset1,cell_518,cell_528,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,185.23082304533224
dataset1,cell_519,cell_532,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,159.24070323446378
dataset1,cell_519,cell_535,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,491.3790078488542
dataset1,cell_520,cell_528,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,170.3553770280066
dataset1,cell_520,cell_540,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,222.69269638138564
dataset1,cell_521,cell_532,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,83.12974484661513
dataset1,cell_522,cell_528,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,175.99584372759838
dataset1,cell_522,cell_536,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,23.181425400844347
dataset1,cell_523,cell_525,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,85.17298827972874
dataset1,cell_524,cell_537,Neural Crest,Neural Crest,homotypic,Neural Crest_awayfrom_boundary,1,71.8874756922119
dataset1,cell_525,cell_530,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,253.25667740544665
dataset1,cell_527,cell_529,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,314.5093365591728
dataset1,cell_527,cell_534,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,44.122870390879605
dataset1,cell_527,cell_546,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,38.40868241883629
dataset1,cell_528,cell_536,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,181.42587087447868
dataset1,cell_528,cell_540,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,183.3863199751358
dataset1,cell_528,cell_549,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,162.75082944575092
dataset1,cell_529,cell_535,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,588.4787505586527
dataset1,cell_529,cell_541,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,594.0876304097494
dataset1,cell_529,cell_546,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,341.1704659286633
dataset1,cell_530,cell_534,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,201.85857450087
dataset1,cell_531,cell_551,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,94.67171996530423
dataset1,cell_531,cell_553,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,5.678851102252385
dataset1,cell_531,cell_560,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,99.27646786052102
dataset1,cell_531,cell_572,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,217.5234399032817
dataset1,cell_532,cell_545,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,107.81170670590816
dataset1,cell_532,cell_554,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,116.48486169169684
dataset1,cell_533,cell_536,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,40.10312991123469
dataset1,cell_534,cell_546,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,16.507228199185377
dataset1,cell_535,cell_541,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,714.2453646787844
dataset1,cell_535,cell_545,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,366.6973771420407
dataset1,cell_535,cell_552,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,354.1136332742408
dataset1,cell_536,cell_549,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,88.79238553819708
dataset1,cell_539,cell_548,Neural Crest,Neural Crest,homotypic,Neural Crest_awayfrom_boundary,1,37.81802840268829
dataset1,cell_539,cell_558,Neural Crest,Neural Crest,homotypic,Neural Crest_awayfrom_boundary,1,76.1512172327216
dataset1,cell_539,cell_578,Neural Crest,Neural Crest,homotypic,Neural Crest_awayfrom_boundary,1,135.09390106464392
dataset1,cell_540,cell_549,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,268.76651339789765
dataset1,cell_540,cell_550,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,164.23226737003367
dataset1,cell_540,cell_557,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,225.4816251213097
dataset1,cell_541,cell_546,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,705.1930261168683
dataset1,cell_541,cell_552,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,697.9954079294816
dataset1,cell_542,cell_544,Forebrain/Midbrain/Hindbrain,Neural Crest,heterotypic,heterotypic,0,50.251137540515806
dataset1,cell_543,cell_547,Forebrain/Midbrain/Hindbrain,Neural Crest,heterotypic,heterotypic,0,296.83457988944
dataset1,cell_543,cell_556,Forebrain/Midbrain/Hindbrain,Neural Crest,heterotypic,heterotypic,0,355.8551194620385
dataset1,cell_543,cell_570,Forebrain/Midbrain/Hindbrain,Neural Crest,heterotypic,heterotypic,0,358.6433047413028
dataset1,cell_544,cell_555,Neural Crest,Forebrain/Midbrain/Hindbrain,heterotypic,heterotypic,0,55.31494194015854
dataset1,cell_544,cell_567,Neural Crest,Forebrain/Midbrain/Hindbrain,heterotypic,heterotypic,0,249.0991875175283
dataset1,cell_544,cell_568,Neural Crest,Forebrain/Midbrain/Hindbrain,heterotypic,heterotypic,0,98.30166116888742
dataset1,cell_545,cell_552,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,26.46178846835952
dataset1,cell_545,cell_554,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,23.44349125719717
dataset1,cell_545,cell_559,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,31.778609290861773
dataset1,cell_546,cell_552,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,137.16091464275604
dataset1,cell_546,cell_563,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,313.4576021441185
dataset1,cell_548,cell_558,Neural Crest,Neural Crest,homotypic,Neural Crest_awayfrom_boundary,1,38.4985624714266
dataset1,cell_549,cell_557,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,234.0203992107901
dataset1,cell_549,cell_561,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,21.43103562647664
dataset1,cell_550,cell_551,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,194.3494934242456
dataset1,cell_550,cell_557,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,130.37683492957854
dataset1,cell_550,cell_560,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,166.59107322638727
dataset1,cell_550,cell_562,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,140.6137225840907
dataset1,cell_551,cell_560,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,80.78370501589973
dataset1,cell_552,cell_559,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,27.40748705396333
dataset1,cell_552,cell_563,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,218.224433703944
dataset1,cell_552,cell_566,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,33.3240782204119
dataset1,cell_553,cell_565,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,49.18905064889391
dataset1,cell_553,cell_572,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,216.44052239310736
dataset1,cell_554,cell_559,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,14.888795238354865
dataset1,cell_554,cell_573,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,23.045223182961664
dataset1,cell_557,cell_561,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,221.71496584806832
dataset1,cell_557,cell_562,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,22.949373057987568
dataset1,cell_557,cell_574,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,299.38096579289885
dataset1,cell_558,cell_578,Neural Crest,Neural Crest,homotypic,Neural Crest_awayfrom_boundary,1,134.98289464608297
dataset1,cell_559,cell_566,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,30.05774715476141
dataset1,cell_559,cell_573,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,14.44724987506399
dataset1,cell_560,cell_562,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,151.72282884761168
dataset1,cell_560,cell_572,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,136.0729825563045
dataset1,cell_560,cell_575,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,45.200300487587945
dataset1,cell_561,cell_574,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,363.7241588317282
